Punkt_Fl_Norm1;Punkt_Fl_Norm2;Frame_Xvek;Frame_Yvek;Frame_Zvek;hit_fraction
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;0.0006576094080239503
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;0.0006576094080239503
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;0.0006576094080239503
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;0.0006576094080239503
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;0.0006576094080239503
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;0.0004312272283051057
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;5.472826197976071e-05
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;6.433064527768585e-05
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;6.43306452777066e-05
0.9999999999999962 -1.040295709993637e-23 -8.742281352169967e-08;6.660490632407949e-16 3.167598604293976e-16 1.000000000000021;2.83276944882399e-16 -1.0 8.659560940876502e-17;0.7071067502779145 1.390746946139779e-16 -0.7071068120951791;0.7071068120951791 2.615393973932224e-16 0.7071067502779145;0.00029036003606972927
